,generacion,optimal,avg,optimal_tipo1
0,0,464.72240252504497,3778.0992270624874,93.41919331637843
1,1,456.7405935476897,3473.1699811525696,93.0679303131529
2,2,455.5510029326071,3131.8072836057954,93.09678307199482
3,3,285.32446933537244,2681.109882290013,11.689035184388356
4,4,255.2159774341869,2362.99266784843,9.643603550755538
5,5,255.2159774341869,2121.405948138177,9.643603550755538
6,6,255.2159774341869,1927.4013847489573,9.643603550755538
7,7,234.0914039878585,1878.3644256063549,8.659328423626894
8,8,219.0976654245985,1606.4616085338016,8.67174862728795
9,9,208.73992596634102,1573.9228747955626,8.262823407347634
10,10,208.73992596634102,1444.323075985914,8.262823407347634
11,11,208.73992596634102,1389.1033224183725,8.262823407347634
12,12,208.73992596634102,1290.1505742006348,8.262823407347634
13,13,208.73992596634102,1306.1856500193956,8.262823407347634
14,14,208.73992596634102,1305.2610143766628,8.262823407347634
15,15,208.73992596634102,1304.9924172324777,8.262823407347634
16,16,206.731402856616,1280.2659087774598,7.4611955554783655
17,17,206.731402856616,1285.8018490907102,7.4611955554783655
18,18,206.731402856616,1223.2043414269363,7.4611955554783655
19,19,206.731402856616,1201.8533467804716,7.4611955554783655
20,20,206.731402856616,1270.6309646024933,7.4611955554783655
21,21,206.731402856616,1239.19483847776,7.4611955554783655
22,22,206.731402856616,1263.3602769619486,7.4611955554783655
23,23,206.731402856616,1266.1390579732047,7.4611955554783655
24,24,206.731402856616,1290.5279647835516,7.4611955554783655
25,25,206.731402856616,1280.5348708738813,7.4611955554783655
26,26,206.731402856616,1248.449445569263,7.4611955554783655
27,27,206.731402856616,1282.3785342143526,7.4611955554783655
28,28,206.731402856616,1304.6959696040244,7.4611955554783655
29,29,206.731402856616,1350.6403744335444,7.4611955554783655
30,30,206.731402856616,1304.3798632190503,7.4611955554783655
31,31,206.731402856616,1287.5387506898614,7.4611955554783655
32,32,206.731402856616,1329.8045589860697,7.4611955554783655
33,33,206.731402856616,1384.7021755825556,7.4611955554783655
34,34,206.731402856616,1437.627618444442,7.4611955554783655
35,35,206.731402856616,1453.645020359403,7.4611955554783655
36,36,206.731402856616,1456.8396011709126,7.4611955554783655
37,37,206.731402856616,1445.0409046870072,7.4611955554783655
38,38,206.731402856616,1404.3045862244994,7.4611955554783655
39,39,206.731402856616,1345.8512329013633,7.4611955554783655
40,40,206.731402856616,1399.5952999830652,7.4611955554783655
41,41,206.731402856616,1381.2001782033483,7.4611955554783655
42,42,206.731402856616,1396.7483373283767,7.4611955554783655
