,generacion,optimal,avg,optimal_tipo1
0,0,606.7631834900164,3409.242782085084,103.20604059368796
1,1,291.3057500972497,2993.260449763454,96.7090406606556
2,2,268.9966817832024,2799.143468959895,10.36309885015798
3,3,268.9966817832024,2519.476413750085,10.36309885015798
4,4,255.8131150614463,2312.2436083430903,7.513692838810037
5,5,249.88116554835082,2000.6113615702434,8.625627754476694
6,6,243.4600110844752,1915.385234536972,10.033505427354516
7,7,243.4600110844752,1785.9448921896778,10.033505427354516
8,8,222.8885803837035,1731.606982334017,8.85536288426274
9,9,222.8885803837035,1567.8472624049211,8.85536288426274
10,10,222.72450027697548,1471.7520440706428,7.598095951803559
11,11,222.72450027697548,1477.638453557357,7.598095951803559
12,12,222.72450027697548,1429.2348132115433,7.598095951803559
13,13,222.72450027697548,1431.175824861897,7.598095951803559
14,14,222.72450027697548,1392.8488916404083,7.598095951803559
15,15,222.72450027697548,1400.8907434127777,7.598095951803559
16,16,222.72450027697548,1323.4432132556906,7.598095951803559
17,17,222.72450027697548,1365.3080932058867,7.598095951803559
18,18,222.72450027697548,1383.116663883904,7.598095951803559
19,19,222.72450027697548,1296.9320697313058,7.598095951803559
20,20,222.72450027697548,1331.3075271510224,7.598095951803559
21,21,222.72450027697548,1239.5219163374952,7.598095951803559
22,22,222.72450027697548,1282.1651235342447,7.598095951803559
23,23,222.72450027697548,1274.0504841350275,7.598095951803559
24,24,215.36972638093073,1286.6344727508608,8.145548198118629
25,25,215.36972638093073,1313.3420105211044,8.145548198118629
26,26,215.36972638093073,1303.4370310405318,8.145548198118629
27,27,215.36972638093073,1266.5796566662755,8.145548198118629
28,28,215.36972638093073,1246.975602084043,8.145548198118629
29,29,215.36972638093073,1258.2328128589381,8.145548198118629
30,30,215.36972638093073,1259.1360675031106,8.145548198118629
31,31,215.36972638093073,1323.6308520329874,8.145548198118629
32,32,207.8305026166096,1276.9138001243969,8.891329247717255
33,33,207.8305026166096,1226.6527468947338,8.891329247717255
34,34,207.8305026166096,1290.6855292011799,8.891329247717255
35,35,207.8305026166096,1330.7533887131844,8.891329247717255
36,36,207.8305026166096,1400.3375268010464,8.891329247717255
37,37,207.8305026166096,1373.421035709749,8.891329247717255
38,38,207.8305026166096,1364.2934853639279,8.891329247717255
39,39,207.8305026166096,1378.2198745752812,8.891329247717255
40,40,207.8305026166096,1378.921314186302,8.891329247717255
41,41,207.8305026166096,1373.38179216046,8.891329247717255
42,42,207.8305026166096,1398.5269916927946,8.891329247717255
43,43,207.8305026166096,1389.778571673724,8.891329247717255
44,44,207.8305026166096,1354.7735339973221,8.891329247717255
45,45,207.8305026166096,1367.228679305091,8.891329247717255
46,46,207.8305026166096,1331.0991289774208,8.891329247717255
47,47,207.8305026166096,1356.859112743445,8.891329247717255
48,48,207.8305026166096,1298.6128110967366,8.891329247717255
49,49,207.8305026166096,1401.017294907168,8.891329247717255
50,50,207.8305026166096,1398.8084968418395,8.891329247717255
51,51,207.8305026166096,1428.782240612024,8.891329247717255
52,52,207.8305026166096,1387.0048301077543,8.891329247717255
53,53,207.8305026166096,1413.4136282318182,8.891329247717255
54,54,207.8305026166096,1408.5247199844232,8.891329247717255
55,55,207.8305026166096,1527.9140554217129,8.891329247717255
56,56,207.8305026166096,1505.055579985888,8.891329247717255
57,57,207.8305026166096,1405.5288287178616,8.891329247717255
58,58,207.8305026166096,1432.4322118483615,8.891329247717255
59,59,207.8305026166096,1440.2779063604573,8.891329247717255
60,60,207.8305026166096,1401.9742833549833,8.891329247717255
61,61,207.8305026166096,1423.5610989367515,8.891329247717255
62,62,207.8305026166096,1444.136895303225,8.891329247717255
63,63,207.8305026166096,1438.2416335908317,8.891329247717255
64,64,207.8305026166096,1311.8857296092738,8.891329247717255
65,65,207.8305026166096,1346.6918280464008,8.891329247717255
66,66,207.8305026166096,1334.6874739391635,8.891329247717255
67,67,207.8305026166096,1324.2593967612213,8.891329247717255
68,68,207.8305026166096,1364.394673966414,8.891329247717255
69,69,207.8305026166096,1363.191535743046,8.891329247717255
70,70,207.8305026166096,1400.6970883806896,8.891329247717255
71,71,207.8305026166096,1390.7831766734844,8.891329247717255
72,72,207.8305026166096,1416.5698162616586,8.891329247717255
73,73,207.8305026166096,1405.961701827363,8.891329247717255
